,Name,Widths,Hights,Latitude,Longitude,Rubbish,Plastics,Cans,Glass,Papers
896,IMG_7610.jpg,3024.0,4032.0,37.3141948,127.0853508,0.0,0.0,0.0,0.0,1.0
897,IMG_7611.jpg,3024.0,4032.0,37.3141948,127.0853508,0.0,0.0,0.0,0.0,1.0
898,IMG_7612.jpg,3024.0,4032.0,37.3141948,127.0853508,0.0,0.0,0.0,0.0,1.0
899,IMG_7613.jpg,3024.0,4032.0,37.3141948,127.0853508,0.0,0.0,0.0,0.0,1.0
900,IMG_7614.jpg,3024.0,4032.0,37.3141948,127.0853508,0.0,0.0,0.0,0.0,1.0
901,IMG_7618.jpg,3024.0,4032.0,37.3142952,127.0853936,0.0,1.0,0.0,0.0,0.0
902,IMG_7619.jpg,3024.0,4032.0,37.3142952,127.0853936,0.0,1.0,0.0,0.0,0.0
903,IMG_7620.jpg,3024.0,4032.0,37.3142952,127.0853936,0.0,1.0,0.0,0.0,0.0
904,IMG_7621.jpg,3024.0,4032.0,37.3142952,127.0853936,0.0,1.0,0.0,0.0,0.0
905,IMG_7622.jpg,3024.0,4032.0,37.3142952,127.0853936,0.0,1.0,0.0,0.0,0.0
906,IMG_7623.jpg,3024.0,4032.0,37.3142952,127.0853936,0.0,1.0,0.0,0.0,0.0
907,IMG_7624.jpg,3024.0,4032.0,37.3142952,127.0853936,0.0,1.0,0.0,0.0,0.0
908,IMG_7625.jpg,3024.0,4032.0,37.3142952,127.0853936,0.0,1.0,0.0,0.0,0.0
909,IMG_7626.jpg,2268.0,4032.0,37.3142952,127.0853936,0.0,1.0,0.0,0.0,0.0
910,IMG_7627.jpg,2268.0,4032.0,37.3142952,127.0853936,0.0,1.0,0.0,0.0,0.0
911,IMG_7631.jpg,2268.0,4032.0,37.3141948,127.0853508,1.0,0.0,0.0,0.0,0.0
912,IMG_7632.jpg,3024.0,4032.0,37.3141948,127.0853508,1.0,0.0,0.0,0.0,0.0
913,IMG_7633.jpg,3024.0,4032.0,37.3141948,127.0853508,1.0,0.0,0.0,0.0,0.0
914,IMG_7634.jpg,3024.0,4032.0,37.3141948,127.0853508,1.0,0.0,0.0,0.0,0.0
915,IMG_7636.jpg,3024.0,4032.0,37.3141948,127.0853508,1.0,0.0,0.0,0.0,0.0
916,IMG_7637.jpg,3024.0,4032.0,37.3142462,127.0852934,1.0,0.0,0.0,0.0,0.0
917,IMG_7638.jpg,3024.0,4032.0,37.3142462,127.0852934,1.0,0.0,0.0,0.0,0.0
918,IMG_7639.jpg,3024.0,4032.0,37.3142462,127.0852934,1.0,0.0,0.0,0.0,0.0
919,IMG_7640.jpg,3024.0,4032.0,37.3142462,127.0852934,1.0,0.0,0.0,0.0,0.0
920,IMG_7641.jpg,3024.0,4032.0,37.3142462,127.0852934,1.0,0.0,0.0,0.0,0.0
921,IMG_7646.jpg,3024.0,4032.0,37.3217143,127.0801821,1.0,0.0,0.0,0.0,0.0
922,IMG_7647.jpg,3024.0,4032.0,37.3217143,127.0801821,1.0,0.0,0.0,0.0,0.0
923,IMG_7648.jpg,3024.0,4032.0,37.3218255,127.0800373,1.0,0.0,0.0,0.0,0.0
924,IMG_7649.jpg,3024.0,4032.0,37.3218255,127.0800373,1.0,0.0,0.0,0.0,0.0
925,IMG_7650.jpg,3024.0,4032.0,37.3218255,127.0800373,1.0,0.0,0.0,0.0,0.0
926,IMG_7651.jpg,3024.0,4032.0,37.3218255,127.0800373,1.0,0.0,0.0,0.0,0.0
927,IMG_7652.jpg,3024.0,4032.0,37.3217295,127.0801647,1.0,0.0,0.0,0.0,0.0
928,IMG_7653.jpg,3024.0,4032.0,37.3217295,127.0801647,1.0,0.0,0.0,0.0,0.0
929,IMG_7654.jpg,3024.0,4032.0,37.3217295,127.0801647,1.0,0.0,0.0,0.0,0.0
930,IMG_7655.jpg,3024.0,4032.0,37.3217295,127.0801647,1.0,0.0,0.0,0.0,0.0
931,IMG_7656.jpg,3024.0,4032.0,37.3217295,127.0801647,1.0,0.0,0.0,0.0,0.0
932,IMG_7657.jpg,3024.0,4032.0,37.3213919,127.0809261,1.0,0.0,0.0,0.0,0.0
933,IMG_7658.jpg,3024.0,4032.0,37.3213919,127.0809261,1.0,0.0,0.0,0.0,0.0
934,IMG_7659.jpg,3024.0,4032.0,37.3213919,127.0809261,1.0,0.0,0.0,0.0,0.0
935,IMG_7660.jpg,3024.0,4032.0,37.3213919,127.0809261,1.0,0.0,0.0,0.0,0.0
936,IMG_7661.jpg,3024.0,4032.0,37.3213578,127.081032,1.0,0.0,0.0,0.0,0.0
937,IMG_7662.jpg,3024.0,4032.0,37.3213578,127.081032,1.0,0.0,0.0,0.0,0.0
938,IMG_7663.jpg,3024.0,4032.0,37.3213578,127.081032,1.0,0.0,0.0,0.0,0.0
939,IMG_7664.jpg,3024.0,4032.0,37.3210933,127.0823879,1.0,0.0,0.0,0.0,0.0
940,IMG_7665.jpg,3024.0,4032.0,37.3210933,127.0823879,1.0,0.0,0.0,0.0,0.0
941,IMG_7666.jpg,3024.0,4032.0,37.3210933,127.0823879,1.0,0.0,0.0,0.0,0.0
942,IMG_7667.jpg,3024.0,4032.0,37.3210197,127.0829696,1.0,0.0,0.0,0.0,0.0
943,IMG_7668.jpg,3024.0,4032.0,37.3210197,127.0829696,1.0,0.0,0.0,0.0,0.0
944,IMG_7669.jpg,3024.0,4032.0,37.3210197,127.0829696,1.0,0.0,0.0,0.0,0.0
945,IMG_7670.jpg,3024.0,4032.0,37.3211018,127.0830853,1.0,0.0,0.0,0.0,0.0
946,IMG_7671.jpg,3024.0,4032.0,37.3211018,127.0830853,1.0,0.0,0.0,0.0,0.0
947,IMG_7774.jpg,3024.0,4032.0,37.3209757,127.0832167,0.0,0.0,0.0,0.0,1.0
948,IMG_7775.jpg,3024.0,4032.0,37.3209757,127.0832167,0.0,0.0,0.0,0.0,1.0
949,IMG_7776.jpg,3024.0,4032.0,37.3210245,127.0831956,0.0,1.0,0.0,0.0,0.0
950,IMG_7777.jpg,3024.0,4032.0,37.3210245,127.0831956,0.0,1.0,0.0,0.0,0.0
951,IMG_7778.jpg,3024.0,4032.0,37.3210245,127.0831956,0.0,1.0,0.0,0.0,0.0
952,IMG_7780.jpg,3024.0,4032.0,37.3209048,127.0843989,0.0,0.0,1.0,0.0,0.0
953,IMG_7787.jpg,3024.0,4032.0,37.3209195,127.0845377,1.0,0.0,0.0,0.0,0.0
954,IMG_7788.jpg,3024.0,4032.0,37.3209195,127.0845377,1.0,0.0,0.0,0.0,0.0
955,IMG_7789.jpg,3024.0,4032.0,37.3208989,127.0847301,0.0,0.0,1.0,0.0,0.0
956,IMG_7790.jpg,3024.0,4032.0,37.3208989,127.0847301,0.0,0.0,1.0,0.0,0.0
957,IMG_7791.jpg,3024.0,4032.0,37.3209195,127.0845377,1.0,0.0,0.0,0.0,0.0
958,IMG_7792.jpg,3024.0,4032.0,37.3209195,127.0845377,1.0,0.0,0.0,0.0,0.0
959,IMG_7837.jpg,3024.0,4032.0,37.3151678,127.0766419,1.0,0.0,0.0,0.0,0.0
960,IMG_7838.jpg,3024.0,4032.0,37.3151678,127.0766419,1.0,0.0,0.0,0.0,0.0
961,IMG_7839.jpg,3024.0,4032.0,37.3151678,127.0766419,1.0,0.0,0.0,0.0,0.0
962,IMG_7840.jpg,3024.0,4032.0,37.3151337,127.0768049,0.0,1.0,0.0,0.0,0.0
963,IMG_7841.jpg,3024.0,4032.0,37.3151337,127.0768049,0.0,1.0,0.0,0.0,0.0
964,IMG_7849.jpg,3024.0,4032.0,37.315295,127.077688,1.0,0.0,0.0,0.0,0.0
965,IMG_7850.jpg,3024.0,4032.0,37.3152931,127.0777068,1.0,0.0,0.0,0.0,0.0
966,IMG_7852.jpg,3024.0,4032.0,37.3152868,127.0777614,1.0,0.0,0.0,0.0,0.0
967,IMG_7853.jpg,3024.0,4032.0,37.3152868,127.0777614,1.0,0.0,0.0,0.0,0.0
968,IMG_7854.jpg,3024.0,4032.0,37.3152867,127.0777615,1.0,0.0,0.0,0.0,0.0
969,bag1,4608.0,3456.0,35.226919,128.638707,0.0,1.0,0.0,0.0,0.0
970,bag2,3456.0,4608.0,35.226919,128.638707,0.0,1.0,0.0,0.0,0.0
971,bag3,3456.0,4608.0,35.226919,128.638707,0.0,1.0,0.0,0.0,0.0
972,bag4,4608.0,3456.0,35.226919,128.638707,0.0,1.0,0.0,0.0,0.0
973,bag5,4608.0,3456.0,35.226919,128.638707,0.0,1.0,0.0,0.0,0.0
974,bag6,4608.0,3456.0,35.226919,128.638707,0.0,1.0,0.0,0.0,0.0
975,bag7,4608.0,3456.0,35.226919,128.638707,0.0,1.0,0.0,0.0,0.0
976,bag8,3456.0,4608.0,35.226919,128.638707,0.0,1.0,0.0,0.0,0.0
977,bottap1,4608.0,3456.0,35.22733,128.639258,0.0,0.0,1.0,0.0,0.0
978,bottap2,4608.0,3456.0,35.22733,128.639258,0.0,0.0,1.0,0.0,0.0
979,bottap3,4608.0,3456.0,35.22733,128.639258,0.0,0.0,1.0,0.0,0.0
980,can1,4608.0,3456.0,35.226408,128.638159,0.0,0.0,1.0,0.0,0.0
981,can2,4608.0,3456.0,35.226408,128.638159,0.0,0.0,1.0,0.0,0.0
982,can3,3456.0,4608.0,35.226408,128.638159,0.0,0.0,1.0,0.0,0.0
983,can4,3456.0,4608.0,35.226408,128.638159,0.0,0.0,1.0,0.0,0.0
984,can5,3456.0,4608.0,35.226408,128.638159,0.0,0.0,1.0,0.0,0.0
985,can6,4608.0,3456.0,35.226408,128.638159,0.0,0.0,1.0,0.0,0.0
986,can7,4608.0,3456.0,35.226408,128.638159,0.0,0.0,1.0,0.0,0.0
987,can8,4608.0,3456.0,35.226408,128.638159,0.0,0.0,1.0,0.0,0.0
988,can9,4608.0,3456.0,35.226408,128.638159,0.0,0.0,1.0,0.0,0.0
989,can10,3456.0,4608.0,35.226408,128.638159,0.0,0.0,1.0,0.0,0.0
990,can11,3456.0,4608.0,35.226408,128.638159,0.0,0.0,1.0,0.0,0.0
991,can12,4608.0,3456.0,35.226408,128.638159,0.0,0.0,1.0,0.0,0.0
992,can13,4608.0,3456.0,35.226408,128.638159,0.0,0.0,1.0,0.0,0.0
993,can14,4608.0,3456.0,35.226408,128.638159,0.0,0.0,1.0,0.0,0.0
994,canbot1,4608.0,3456.0,35.226438,128.638312,0.0,0.0,1.0,0.0,0.0
995,canbot2,4608.0,3456.0,35.226438,128.638312,0.0,0.0,1.0,0.0,0.0
996,canbot3,4608.0,3456.0,35.226438,128.638312,0.0,0.0,1.0,0.0,0.0
997,canbot4,4608.0,3456.0,35.226438,128.638312,0.0,0.0,1.0,0.0,0.0
998,canbot5,4608.0,3456.0,35.226438,128.638312,0.0,0.0,1.0,0.0,0.0
999,canbot6,3456.0,4608.0,35.226438,128.638312,0.0,0.0,1.0,0.0,0.0
1000,canbot7,3456.0,4608.0,35.226438,128.638312,0.0,0.0,1.0,0.0,0.0
1001,canbot8,3456.0,4608.0,35.226438,128.638312,0.0,0.0,1.0,0.0,0.0
1002,canbot9,4608.0,3456.0,35.226438,128.638312,0.0,0.0,1.0,0.0,0.0
1003,canbot10,4608.0,3456.0,35.226438,128.638312,0.0,0.0,1.0,0.0,0.0
1004,canbot11,4608.0,3456.0,35.226438,128.638312,0.0,0.0,1.0,0.0,0.0
1005,canbot12,4608.0,3456.0,35.226438,128.638312,0.0,0.0,1.0,0.0,0.0
1006,canbot13,4608.0,3456.0,35.226438,128.638312,0.0,0.0,1.0,0.0,0.0
1007,canbot14,4608.0,3456.0,35.226438,128.638312,0.0,0.0,1.0,0.0,0.0
1008,canbot15,4608.0,3456.0,35.226438,128.638312,0.0,0.0,1.0,0.0,0.0
1009,canbot16,3456.0,4608.0,35.226438,128.638312,0.0,0.0,1.0,0.0,0.0
1010,canbot17,4608.0,3456.0,35.226438,128.638312,0.0,0.0,1.0,0.0,0.0
1011,cof1,4608.0,3456.0,35.226271,128.638162,0.0,1.0,0.0,0.0,0.0
1012,cof2,4608.0,3456.0,35.226271,128.638162,0.0,1.0,0.0,0.0,0.0
1013,cof3,4608.0,3456.0,35.226271,128.638162,0.0,1.0,0.0,0.0,0.0
1014,cofbagcan1,3456.0,4608.0,35.227377,128.639233,0.0,1.0,1.0,0.0,0.0
1015,cofbagcan2,4608.0,3456.0,35.227377,128.639233,0.0,1.0,1.0,0.0,0.0
1016,cofbagcan3,4608.0,3456.0,35.227377,128.639233,0.0,1.0,1.0,0.0,0.0
1017,cofbagcan4,4608.0,3456.0,35.227377,128.639233,0.0,1.0,1.0,0.0,0.0
1018,cofbagcan5,3456.0,4608.0,35.227377,128.639233,0.0,1.0,1.0,0.0,0.0
1019,cofcan1,4608.0,3456.0,35.228042,128.639843,0.0,1.0,1.0,0.0,0.0
1020,cofcan2,4608.0,3456.0,35.228042,128.639843,0.0,1.0,1.0,0.0,0.0
1021,cofho1,4608.0,3456.0,35.227703,128.639533,0.0,1.0,1.0,0.0,0.0
1022,cofho2,4608.0,3456.0,35.227703,128.639533,0.0,1.0,1.0,0.0,0.0
1023,colbag1,3456.0,4608.0,35.227508,128.63941,0.0,1.0,0.0,0.0,0.0
1024,colbag2,4608.0,3456.0,35.227508,128.63941,0.0,1.0,0.0,0.0,0.0
1025,colbag3,4608.0,3456.0,35.227508,128.63941,0.0,1.0,0.0,0.0,0.0
1026,colbag4,4608.0,3456.0,35.227508,128.63941,0.0,1.0,0.0,0.0,0.0
1027,colbag5,4608.0,3456.0,35.227508,128.63941,0.0,1.0,0.0,0.0,0.0
1028,colbag6,4608.0,3456.0,35.227508,128.63941,0.0,1.0,0.0,0.0,0.0
1029,colbag7,3456.0,4608.0,35.227508,128.63941,0.0,1.0,0.0,0.0,0.0
1030,colbag8,3456.0,4608.0,35.227508,128.63941,0.0,1.0,0.0,0.0,0.0
1031,cup1,4608.0,3456.0,35.226626,128.63887,0.0,0.0,0.0,0.0,1.0
1032,cup2,4608.0,3456.0,35.226626,128.63887,0.0,0.0,0.0,0.0,1.0
1033,cup3,4608.0,3456.0,35.226626,128.63887,0.0,0.0,0.0,0.0,1.0
1034,cup4,4608.0,3456.0,35.226626,128.63887,0.0,0.0,0.0,0.0,1.0
1035,cup5,4608.0,3456.0,35.226626,128.63887,0.0,0.0,0.0,0.0,1.0
1036,cup6,4608.0,3456.0,35.226626,128.63887,0.0,0.0,0.0,0.0,1.0
1037,cup7,4608.0,3456.0,35.226626,128.63887,0.0,0.0,0.0,0.0,1.0
1038,cup8,4608.0,3456.0,35.226626,128.63887,0.0,0.0,0.0,0.0,1.0
1039,cup9,4608.0,3456.0,35.226626,128.63887,0.0,0.0,0.0,0.0,1.0
1040,cup10,4608.0,3456.0,35.226626,128.63887,0.0,0.0,0.0,0.0,1.0
1041,cup11,4608.0,3456.0,35.226626,128.63887,0.0,0.0,0.0,0.0,1.0
1042,cup12,4608.0,3456.0,35.226626,128.63887,0.0,0.0,0.0,0.0,1.0
1043,cup13,4608.0,3456.0,35.226626,128.63887,0.0,0.0,0.0,0.0,1.0
1044,cup14,3456.0,4608.0,35.226626,128.63887,0.0,0.0,0.0,0.0,1.0
1045,glbot1,4608.0,3456.0,35.228599,128.640383,0.0,0.0,0.0,1.0,0.0
1046,glbot2,4608.0,3456.0,35.228599,128.640383,0.0,0.0,0.0,1.0,0.0
1047,glbot3,3456.0,4608.0,35.228599,128.640383,0.0,0.0,0.0,1.0,0.0
1048,glbot4,3456.0,4608.0,35.228599,128.640383,0.0,0.0,0.0,1.0,0.0
1049,glbot5,3456.0,4608.0,35.228599,128.640383,0.0,0.0,0.0,1.0,0.0
1050,glbot6,3456.0,4608.0,35.228599,128.640383,0.0,0.0,0.0,1.0,0.0
1051,ho1,4608.0,3456.0,35.226351,128.638321,0.0,0.0,1.0,0.0,0.0
1052,ho2,4608.0,3456.0,35.226351,128.638321,0.0,0.0,1.0,0.0,0.0
1053,ho3,4608.0,3456.0,35.226351,128.638321,0.0,0.0,1.0,0.0,0.0
1054,pabag1,3456.0,4608.0,35.226727,128.639312,0.0,0.0,0.0,0.0,1.0
1055,pabag2,3456.0,4608.0,35.226727,128.639312,0.0,0.0,0.0,0.0,1.0
1056,pabag3,4608.0,3456.0,35.226727,128.639312,0.0,0.0,0.0,0.0,1.0
1057,pabag4,4608.0,3456.0,35.226727,128.639312,0.0,0.0,0.0,0.0,1.0
1058,pabag5,4608.0,3456.0,35.226727,128.639312,0.0,0.0,0.0,0.0,1.0
1059,pabag6,4608.0,3456.0,35.226727,128.639312,0.0,0.0,0.0,0.0,1.0
1060,pabag7,3456.0,4608.0,35.226727,128.639312,0.0,0.0,0.0,0.0,1.0
1061,pabag8,3456.0,4608.0,35.226727,128.639312,0.0,0.0,0.0,0.0,1.0
1062,pabag9,3456.0,4608.0,35.226727,128.639312,0.0,0.0,0.0,0.0,1.0
1063,pabag10,3456.0,4608.0,35.226727,128.639312,0.0,0.0,0.0,0.0,1.0
1064,pabag11,3456.0,4608.0,35.226727,128.639312,0.0,0.0,0.0,0.0,1.0
1065,pabag12,4608.0,3456.0,35.226727,128.639312,0.0,0.0,0.0,0.0,1.0
1066,pabag13,4608.0,3456.0,35.226727,128.639312,0.0,0.0,0.0,0.0,1.0
1067,plcup1,4608.0,3456.0,35.226954,128.639147,0.0,1.0,0.0,0.0,0.0
1068,plcup2,4608.0,3456.0,35.226954,128.639147,0.0,1.0,0.0,0.0,0.0
1069,plcup3,4608.0,3456.0,35.226954,128.639147,0.0,1.0,0.0,0.0,0.0
1070,plcup4,4608.0,3456.0,35.226954,128.639147,0.0,1.0,0.0,0.0,0.0
1071,plcup5,4608.0,3456.0,35.226954,128.639147,0.0,1.0,0.0,0.0,0.0
1072,plcup6,4608.0,3456.0,35.226954,128.639147,0.0,1.0,0.0,0.0,0.0
1073,plcup7,4608.0,3456.0,35.226954,128.639147,0.0,1.0,0.0,0.0,0.0
1074,plcup8,3456.0,4608.0,35.226954,128.639147,0.0,1.0,0.0,0.0,0.0
1075,plcupbag1,3456.0,4608.0,35.22628,128.63822,0.0,1.0,0.0,0.0,0.0
1076,sty1,4608.0,3456.0,35.226208,128.638147,0.0,0.0,0.0,0.0,0.0
1077,sty2,4608.0,3456.0,35.226208,128.638147,0.0,0.0,0.0,0.0,0.0
1078,sty3,4608.0,3456.0,35.226208,128.638147,0.0,0.0,0.0,0.0,0.0
1079,sty4,4608.0,3456.0,35.226208,128.638147,0.0,0.0,0.0,0.0,0.0
1080,sty5,4608.0,3456.0,35.226208,128.638147,0.0,0.0,0.0,0.0,0.0
1081,sty6,3456.0,4608.0,35.226208,128.638147,0.0,0.0,0.0,0.0,0.0
1082,tap1,3456.0,4608.0,35.226506,128.638738,0.0,0.0,1.0,0.0,0.0
1083,tap2,3456.0,4608.0,35.226506,128.638738,0.0,0.0,1.0,0.0,0.0
1084,tap3,3456.0,4608.0,35.226506,128.638738,0.0,0.0,1.0,0.0,0.0
1085,tap4,3456.0,4608.0,35.226506,128.638738,0.0,0.0,1.0,0.0,0.0
1086,tap5,4608.0,3456.0,35.226506,128.638738,0.0,0.0,1.0,0.0,0.0
1087,tap6,4608.0,3456.0,35.226506,128.638738,0.0,0.0,1.0,0.0,0.0
1088,tap7,4608.0,3456.0,35.226506,128.638738,0.0,0.0,1.0,0.0,0.0
1089,SP00,2376.0,4224.0,37.589,127.02,1.0,1.0,0.0,0.0,1.0
1090,SP01,3024.0,4032.0,37.589,127.02,1.0,0.0,0.0,0.0,0.0
1091,SP03,3024.0,4032.0,37.589,127.02,1.0,0.0,0.0,0.0,0.0
1092,SP04,3024.0,4032.0,37.589,127.02,1.0,0.0,0.0,0.0,0.0
1093,SP05,2376.0,4224.0,37.589,127.02,1.0,0.0,0.0,0.0,0.0
1094,SP06,2376.0,4224.0,37.589,127.02,1.0,1.0,0.0,0.0,1.0
1095,SP07,2376.0,4224.0,37.589,127.02,1.0,1.0,0.0,0.0,1.0
1096,SP08,2376.0,4224.0,37.589,127.02,1.0,1.0,0.0,0.0,1.0
1097,SP09,2376.0,4224.0,37.589,127.02,1.0,1.0,0.0,0.0,1.0
1098,SP10,2376.0,4224.0,37.589,127.02,0.0,1.0,0.0,0.0,0.0
1099,SP11,2376.0,4224.0,37.589,127.02,0.0,1.0,0.0,0.0,0.0
1100,SP12,2376.0,4224.0,37.589,127.02,0.0,1.0,0.0,0.0,0.0
1101,SP13,2376.0,4224.0,37.589,127.02,0.0,1.0,0.0,0.0,0.0
1102,SP14,2376.0,4224.0,37.589,127.02,0.0,1.0,0.0,0.0,0.0
1103,SP15,2376.0,4224.0,37.589,127.02,0.0,1.0,0.0,0.0,0.0
1104,SP16,2376.0,4224.0,37.589,127.02,1.0,0.0,0.0,0.0,0.0
1105,SP17,2376.0,4224.0,37.589,127.02,1.0,0.0,0.0,0.0,0.0
1106,SP18,2376.0,4224.0,37.589,127.02,1.0,0.0,0.0,0.0,0.0
1107,SP19,2376.0,4224.0,37.589,127.02,1.0,0.0,0.0,0.0,0.0
1108,SP20,2376.0,4224.0,37.589,127.02,1.0,0.0,0.0,0.0,0.0
1109,SP21,2376.0,4224.0,37.589,127.02,1.0,0.0,0.0,0.0,0.0
1110,SP22,2376.0,4224.0,37.589,127.02,0.0,0.0,0.0,0.0,1.0
1111,SP23,2376.0,4224.0,37.589,127.02,0.0,0.0,0.0,0.0,1.0
1112,SP24,2376.0,4224.0,37.589,127.02,0.0,0.0,0.0,0.0,1.0
1113,SP25,2376.0,4224.0,37.589,127.02,0.0,0.0,0.0,0.0,1.0
1114,SP26,2376.0,4224.0,37.589,127.02,0.0,0.0,0.0,0.0,1.0
1115,SP27,2376.0,4224.0,37.589,127.02,0.0,0.0,0.0,0.0,1.0
1116,SP28,3024.0,4032.0,37.589,127.02,1.0,0.0,0.0,0.0,0.0
1117,SP29,3024.0,4032.0,37.589,127.02,1.0,0.0,0.0,0.0,0.0
1118,SP30,3024.0,4032.0,37.589,127.02,1.0,0.0,0.0,0.0,0.0
1119,SP31,3024.0,4032.0,37.589,127.02,1.0,1.0,0.0,0.0,0.0
1120,SP32,3024.0,4032.0,37.589,127.02,1.0,1.0,0.0,0.0,0.0
1121,SP33,3024.0,4032.0,37.589,127.02,1.0,1.0,0.0,0.0,0.0
1122,SP34,3024.0,4032.0,37.589,127.02,1.0,1.0,0.0,0.0,0.0
1123,SP35,3024.0,4032.0,37.589,127.02,1.0,1.0,0.0,0.0,0.0
1124,SP36,3024.0,4032.0,37.589,127.02,1.0,1.0,0.0,0.0,0.0
1125,SP37,3024.0,4032.0,37.589,127.02,1.0,1.0,0.0,0.0,0.0
1126,SP38,3024.0,4032.0,37.589,127.02,0.0,1.0,0.0,0.0,0.0
1127,SP39,3024.0,4032.0,37.589,127.02,0.0,1.0,0.0,0.0,0.0
1128,SP40,3024.0,4032.0,37.589,127.02,0.0,1.0,0.0,0.0,0.0
1129,SP41,3024.0,4032.0,37.589,127.02,0.0,1.0,0.0,0.0,0.0
1130,SP42,3024.0,4032.0,37.589,127.02,0.0,1.0,0.0,0.0,0.0
1131,SP43,1080.0,1440.0,35.89,128.607,1.0,1.0,0.0,0.0,1.0
1132,SP44,1080.0,1440.0,35.89,128.607,1.0,1.0,0.0,0.0,1.0
1133,SP45,1080.0,1440.0,35.89,128.607,1.0,1.0,0.0,0.0,1.0
1134,SP46,1080.0,1440.0,35.89,128.607,1.0,1.0,0.0,0.0,1.0
1135,SP47,1080.0,1440.0,35.89,128.607,1.0,1.0,0.0,0.0,1.0
1136,SP48,1080.0,1440.0,35.89,128.607,1.0,1.0,0.0,0.0,1.0
1137,SP49,1080.0,1440.0,35.89,128.607,1.0,1.0,0.0,0.0,1.0
1138,SP50,1080.0,1440.0,35.89,128.607,1.0,1.0,0.0,0.0,1.0
1139,SP51,750.0,1000.0,35.217,129.086,1.0,0.0,1.0,0.0,0.0
1140,SP52,750.0,1000.0,35.217,129.086,1.0,0.0,1.0,0.0,0.0
1141,SP53,750.0,1000.0,35.217,129.086,1.0,0.0,1.0,0.0,0.0
1142,SP54,1440.0,979.0,35.235,129.078,1.0,1.0,1.0,0.0,0.0
1143,SP55,1440.0,979.0,35.235,129.078,1.0,1.0,1.0,0.0,0.0
1144,SP56,1440.0,979.0,35.235,129.078,1.0,1.0,1.0,0.0,0.0
1145,SP57,1440.0,979.0,35.235,129.078,1.0,1.0,1.0,0.0,0.0
1146,SP58,1440.0,979.0,35.235,129.078,1.0,1.0,1.0,0.0,0.0
1147,SP59,750.0,1000.0,36.662,129.12,1.0,0.0,0.0,0.0,0.0
1148,SP60,750.0,1000.0,36.662,129.12,1.0,0.0,0.0,0.0,0.0
1149,SP61,750.0,1000.0,36.662,129.12,1.0,0.0,0.0,0.0,0.0
1150,SP62,750.0,1000.0,36.662,129.12,1.0,0.0,0.0,0.0,0.0
1151,SP63,750.0,1000.0,36.662,129.12,1.0,0.0,0.0,0.0,0.0
1152,SP64,750.0,1000.0,36.662,129.12,1.0,0.0,0.0,0.0,0.0
1153,SP65,1440.0,1081.0,36.59,128.648,1.0,1.0,1.0,0.0,0.0
1154,SP66,1440.0,1081.0,36.59,128.648,1.0,1.0,1.0,0.0,0.0
1155,SP67,1440.0,1081.0,36.59,128.648,1.0,1.0,1.0,0.0,0.0
1156,SP68,1440.0,1081.0,36.59,128.648,1.0,1.0,1.0,0.0,0.0
1157,SP69,828.0,1104.0,36.59,128.648,1.0,0.0,0.0,0.0,1.0
1158,SP70,828.0,1104.0,36.59,128.648,1.0,0.0,0.0,0.0,1.0
1159,SP71,828.0,1104.0,36.59,128.648,1.0,0.0,0.0,0.0,1.0
1160,SP72,828.0,1104.0,36.59,128.648,1.0,0.0,0.0,0.0,1.0
1161,SP73,828.0,1104.0,36.59,128.648,1.0,0.0,0.0,0.0,1.0
1162,SP74,828.0,1104.0,36.59,128.648,1.0,0.0,0.0,0.0,1.0
1163,SP75,828.0,828.0,36.59,128.648,1.0,1.0,0.0,0.0,0.0
1164,SP76,828.0,828.0,36.59,128.648,1.0,1.0,0.0,0.0,0.0
1165,SP77,828.0,828.0,36.59,128.648,1.0,1.0,0.0,0.0,0.0
1166,SP78,828.0,828.0,36.59,128.648,1.0,1.0,0.0,0.0,0.0
1167,SP79,756.0,756.0,36.59,128.648,1.0,1.0,0.0,0.0,0.0
1168,SP80,756.0,756.0,36.59,128.648,1.0,1.0,0.0,0.0,0.0
1169,SP81,1079.0,1440.0,36.59,128.648,0.0,1.0,1.0,0.0,0.0
1170,SP82,1440.0,1080.0,36.59,128.648,0.0,1.0,1.0,0.0,0.0
1171,SP83,1440.0,1080.0,36.59,128.648,0.0,1.0,1.0,0.0,0.0
1172,SP84,1440.0,1080.0,36.59,128.648,0.0,1.0,1.0,0.0,0.0
1173,SP85,1440.0,1080.0,36.59,128.648,0.0,1.0,1.0,0.0,0.0
1174,SP86,1079.0,1440.0,36.59,128.648,0.0,1.0,1.0,0.0,0.0
1175,SP87,1079.0,1440.0,36.59,128.648,0.0,1.0,1.0,0.0,0.0
1176,SP88,1079.0,1440.0,36.59,128.648,0.0,1.0,1.0,0.0,0.0
1177,SP89,1079.0,1440.0,37.368,127.926,1.0,1.0,0.0,0.0,0.0
1178,SP90,1079.0,1440.0,37.368,127.926,1.0,1.0,0.0,0.0,0.0
1179,SP91,1079.0,1440.0,37.368,127.926,1.0,1.0,0.0,0.0,0.0
1180,SP92,828.0,1104.0,37.368,127.926,1.0,0.0,0.0,0.0,0.0
1181,SP93,828.0,1104.0,37.368,127.926,1.0,0.0,0.0,0.0,0.0
1182,SP94,1080.0,1440.0,37.368,127.926,1.0,0.0,0.0,0.0,0.0
1183,SP95,1080.0,1440.0,37.368,127.926,1.0,0.0,0.0,0.0,0.0
